,content
478,콴타스 버진 젯스타 젯블루 제주 대한 일본 아메리칸 스피릿 캐새이퍼시픽 에어뉴질랜드 기억은 다 안나지만 이들중 젤 랜딩깔끔했던게 일본항공이였다는... 대한항공은 여러번 탔고 탈때마다 국제선이엿는데도 고도 낮아 질때 마치 계단을 층층 내려오는 듯 거친 느낌이였음... 그냥.. 그렇다고요..
479,0:29 역시 소프트랜딩은 대한항공
480,대한항공 위엄임
481,"97년부터 7년간 매월 한번씩 지방에서 서울을 왕복하면서 느낀건데, 당시 아시아나는 초기여서 외국조종사들이 많은 상황, 당연히 대한항공이 선후배로 엮인 공군조종사를 안내놓으니 외국인을 끌어 왔는데 작은 비행기이다보니 그 차이가 잘 느껴졌다. 
우선 대한항공은 출발은 급하게 착륙은 부드럽다. 아시아나는 반대로 출발은 느긋하게 착륙은 끼기긱... 공군은 출동식으로 급한 이륙이, 그리고 많은 경험으로 느긋한 자세. 민간자격은 뜨는 것은 느긋한데 어떻게 착륙할까 급한듯한 느낌이었다. 동승한 사람들은 전혀 모르던데 난 그런 느낌을 받았었다."
482,"이륙은 없나요???

휴가 때 대한항공 이용한적이 있는데
이륙하자마자 무슨 수직 상승하는 줄 알았는데

비행기 타고 첨으로 사고 나는거 아닌가 생각 들었는데"
483,2번째 아시아나가 제일 안정적이네 바퀴 끝까지 스무스하게 놓으려고 함부러 안내리는거 봐라 첫번째 대한항공이랑 그 뒤 에티오피아 캐나다등 존나 막 툭툭 떨구네    짬찼다 이건가   
484,사주가 문제라서 그렇지 대한항공이 뭔가 포스가 있고 착륙도 최고 부드러운 듯
485,옛날엔 대한항공타면 다른항공사는 못타겠다싶었는데 최근엔 타항공사 거의다 대부분 스무스하게 랜딩하시더라구요 진짜너무싱기 내려온지도 모를때도많음..
486,아니;; 맨 처음 대한항공기 착륙할때 사방에 새떼들 왤케 많아요???? 겁나 식겁했네;;; 그와중에도 랜딩 예술이네 오메..
487,"제가 타본 비행기 중에선 대한항공 착륙이 제일 거칠었어요. 유럽이나 미주, 일본내에서 현지 국내선도 많이 타봤지만 사이즈 대비면애선 대한항공이 제일 별로임   "
488,개인적으론 대한항공이 젤 소프트한 착륙.
489,대한항공은 착륙할때 지면에 꼬라박듯이 착륙한다 자다가 심장이 덜컥내려않을뻔한것들은 다 대한항공임
490,"아시아나가 서비스 부분 1위
아시아나:5성급
대한항공:4성급
으로 평가됨"
491,대한항공.아시아나몇위?
492,여기항공사애 비하면 대한항공이나 아시아나 항공은   
493,여기서 존나웃긴건 10위안에도 못드는 대한항공이 더 비싸다는거  
494,"예전 토론토갈때 에어케나다 787 타본적있는데 이코노미는 대한항공 787보다 훨신 좁아서 창가자리는 피하셔야됩니다.
그리고 인천 리턴때는 오른쪽 창가자리는 태양열때문에 창문이 뜨거워서 자기 불편합니다"
495,국적기 국책기의 뜻 알려주시는거 정말 좋습니다... 대한항공만 국적기라고 생각하는 사람 주위에 너무많은데  
496,"2:52
웬 대한항공...?"
497,"나비야 나 비행기안에서 대한항공 고양이들끼리 군기잡는거 봣어!!
신입고양이가 손님앞에서 서비스하다가 갑자기 사무장고양이가   안보이는곳으로 끌고가더니 손을 탁치면서 000씨 미쳣어!!  정신차려!  이러는거 봣어

신문지 돌돌말아서 사무장고양이 딱딱 때리면서 왜 신입고양이를 괴롭혀!  멀리서 보면 다 똑같이생긴 흰색고양이들인데.

라고 할려고햇는데 나이좀잇어보이는 사무장 아가씨고양이가 너무 귀여워서 못햇어!!"
498,대한항공 코스모스위트 2는 신종 747-8i에만 있어요. A380은 예전버전의자입니다.
499,닥치고 대한항공 짱-----------
500,우리도 대한항공이 있다.
501,"미국(United States of America)은 United Airline이 갑질, 대한민국은 대한항공이 갑질하네.."
502,"대한항공 사건때도 외국처럼 불매운동 했어야 했는데...
잊혀져 가는거 같아서 속상함. 한국인 종특이 그순간만 욱하고 지나가면 잊어버린다는게 맞나?...닭대가리라고 ..  "
503,델타보다 더하네여.  델타에서 대한항공 옮기려다 가질해서 유나이티드로  전환하려고 했는데.  그냥 델타에 머물러야 갰음.
504,대한항공 조현아도 아직 박창진 사무장에게 사과하지 않고 무슨 시설에 가서 1주일에 한벚씩 1년동안 봉사하고 있다고 하네요. 그리고 대한항공에서도 복직은 되었지만 원래 직책이 아니고 푸대접을 받고 있는 중이랍니다. 당사자에게 마음에서 우러나는 진정한 사과를 하는 것이 가장 중요하지 않을까요? 그렇지 않으면 봉사활동도 보여주기 위한 거짓된 행동으로 보일 수 있습니다.
505,대한항공 =사람 죽이는 곳
506,대한항공이네
507,"저거      







대한항공 하..."
508,머리는 대한항공 바가지머리지
509,내 남사친 중에 대한항공 손자 있는뎈    거짓말 아니에요
510,아시아나는 아시아나 로고샵에서 판매되고있고요  대한항공은 e스카이 샵에서 팔고있습니다.
511,대한항공 뉴욕구간 퍼스트로 한번 쓰려고 했는데 쉽지 않아지겠네요~
512,저도 요즘 아시아나가 마일리지 좌석을 줄인다고 해서 지금 모았던 마일리지 포기하고 대한항공으로 옮길까 생각도 하고 있어요  
513,"제가 북미출발 인천도착 왕복으로 대한항공 프레스티지 나 퍼스트 끊으려고 하는데, 이럴경우는 델타마일을 구매해서 사용해야하나요? 아니면 라이프마일에서 발권 가능할까요?"
514,그럼 대한항공이 ...?
515,대한항공
516,대한항공은 인하공전 항공과 사람들만 뽑나요?영어영문학과 사람들은 안뽑나요?
517,대한항공 국적기 박탈 안하는겁니까??
518,"대한항공,아시아나항공은 안보냐 똑같은 국내항공사인데"
519,난 tway비행기타구 베트남 다녀왔는데  안전도 최고고 저가항공치고 개인적으로 좀 좁아서  통로 걸어다니기 불편했는데 가긴 편하고 좋던데 개인적으로 대한항공보단 좋았음
520,대한항공이 버드스트라이크나면 어쩔건데  
521,아니 대한항공이나 아시아나도 버드 스트라이크 발생하는데 왜 그게 저가항공사 때문이지?? 어쨌든 난 가격 저렴한 저가 항공 탄다   
522,대한항공 직원들 선을넘네.오너딸 가족도 개찬반되는거 보고나서 지들 편하게 할려고하네 대한항공 직원들 정신차려라
523,이 내용을 다시 대한항공에 올립시다. 더 혼나보라고요
524,대한항공 안되것네 기본 서비스정신이 안되어있네.
525,"대한항공이 아니라... 인민항공이네....  
피는 볼만하네.... 대한항공을 지우고 인민항공으로 고쳐라!!"
526,이런 표현 죄송하지만 유나이티드 항공 타세요... 대한항공이 얼마나 친절한지 알게되요..   진절머리 납니다.  내가 20년째 대한항공만 매년 3~4번이상을 타면서 항상 좋지만은 않았어요. 하지만 사무장 사과방법 절대 그렇게 이야기 안하던데..  고객이 하는 말이 사실인지도 궁금하네요.  서로 좀만 양보하면 좋을건데..
527,사람이 하다 보니 실수 한것 같습니다 죄송 합니다 이렇게 말 했을듯 또한 카레가 누락 되었으면 벨을 누르고 사정을 얘기 하면 사과와 함께 빨리 처리 했을듯 제 생각에는 갑의 위치에서  불만을 표시 했을듯 저 또한 대한항공 탑승시 한번은 버터가 녹아 있어 커버를 벗기니 버터가 흘러 옷을 버렸습니다 그후 사무장 까지 와서 사과 하고 인천 도착하니 본사 직원이 게이트에 기다려 세탁비 20$주더군요 그때는 물론 조현아가 있을때죠   역시 강한 오너는 회사를 발전 시키지
528,다르게생각하면. 대한항공 똑같은 실수 하지 말라고 징계때리고 그소님 다시 탓을때 두번다시 똑같이 그런실수 하지말라고 체크까지 해둠. 대한항공 고객의 서비스 항의에는 고객들 민원에는 직원들 불쌍할정도로 철저하게 조치해줌?  이렇게도 생각할수도..
529,"'음모론'   대한항공이 미국 전투기 정비를 맡고있는데,  그런이유로 중국이 개입해  대한항공을 저렇게 괴롭힌다고 .  김정민박사 왈 ."
530,"손님이 카레가 안나왔습니다~~ 라고 했으면되지가 아니라 손님이 아침이라 먹을 생각이 크게 없어서 안먹었다고 했는거 아닌가? 안먹어도 되는 상황이라서 그냥 넘어가려는대 중간급 관계자가 아다르고 어다르다 아닌가요?        .....  근데 대한항공이네??? 그리고 고객의 글에 저렇게 진짜 항공사 직원들이 댓글을 달았나 생각도 들고 너무 딱딱 맞아들가는 스토리며 손님은 영어써가며 바보인척하면서 불쌍한척하면서 냉정하게 받아치고???   

대한항공 조만간 또 한방 맞겠네   
오늘은 삼바도 다시 삿바 매고 줘터질 준비하라고 카든데   
삼바 얘기에 요즘은 개 돼지들고 너무한다고 카데??? 어지간히 물고 늘어지라고      

이 나라에 사는 먼 죄야???

배가 산으로 가서 죄송합니다~~^^"
531,인정할건 인정해라... 인정하면... 왼만한진상아니면 몇마디 하고 끝났다 그소리듣기 싫다고 실수도 할수있고 나는 절대 한적없다 이러면 일이 태산만큼 커지는거다...  에스케이.. 한대리점직원실수로 액정에 기스갔는데 팀장이... 경찰 불러라 하더라... 내가 할말 다하고 나중에 문제 생기면 책임지라고 하고... 문닫고 나가는순간에 말하더라... 정말 지란같은 놈이면 그새끼... 팀장 해임될정도 로 항의하려다... 전화로... 재제가하라고 상종할 가치도 없어 그냥 나왔다... 말하고... . 치웠다.. 그냥인정하면 몇마디 하고..  책임질거 부분만 하고 치운다... 개기면서 고객한테 번대 세우면.. 가는거냐..비행기 서비스 업종이다.. 서비스 업종이 서비스.. 등한시하면 끝나는거지... . 서비스업종이 아니면 저런서비스 저렇게 말하지도 않는다... . 만일 제재를 안가하면.. 대한항공.. 전체를 불신하고 안타겠지... .
532,"아시아나도
대한항공과 같이
밀수.탈세다 조사하시오!"
533,대한항공...무슨 배짱인가?
534,5개월 된 애기를 죽게 만들어 놓고 사과하면 끝..... 인 클라스.... 또 대한항공.... 이름도 바꾸고 모든 것을 다 바꾸자.... 조치 됐다는 말은 누군들 못하냐!!
535,앞으로 대한항공 안타고 아시아나타야겠다
536,또 대한항공
537,근데 대한항공도 구급차안불른것도 잘못이지만 근데 그아이엄마도 아이가 건강상태가안좋으면 굿이 왜 청주국제공항까지가죠.? 제주도에 제주대학교병원이라고 큰병원있는데 굳이 청주까지갔어야할까요?
538,대한항공이랑 아시아나가 세계에서 젤 이쁜거 같아요..
539,번외지만 대한항공이 젤 프리티한것 같아요   세련되고 모던하고 ~
540,대한항공께 제일 이쁨.
541,"안녕하세요 늘스타님 저는 일반인인데요 방송잘보구있어요
너무 재미 있어요
저는 늘스타님이 입었던 대한항공이요"
542,아시아나 항공은 신입때 머리에 뽕 없이 완전 올빽해야한다는 말을 들었는데 진짜인가요 !??? 대한항공도 신입은 이렇게 해야만 해! 하는 게 있나요~? 규정은 아니지만 은근한 그런 분위기 같은거요!
543,"자체적으로 항공사의 규모, 노선개수, 항공사의 명성, 항공기 개수, 항공기 운항횟수, 연간 매출액, 연간 수송인원, 연간 화물수송 등 회사나 항공사 자체적으로 보면 모든 지표에서 대한항공이 아시아나항공의 2배가 넘거나 2배남짓합니다. 그래서 아시아나는 규모면이나 외적인 면에서는 대한항공에 안되기 때문에 서비스나 마일리지 혜택 내적인 부분에서 대한항공보다 더 좋고 세세하게 경쟁력을 키워나간겁니다. 그래서 대한항공은 약간 크고 웅장한 느낌이도 아시아나는 아기자기하고 세세한 느낌을 많이 받을수있습니다. 또한 이 두항공사는 국내에서는 항상 까이지만 외국에서는 크게인정해주는 항공사인걸 명심해야합니다. 둘다 국내를 대표하는 항공사인만큼 전세계에서도 더 좋은 경쟁력을 갖춰 더 크고 인지도있는 항공사로 성장하면 좋겠네요!!~~"
544,"대한항공의 보유기종 대부분 신식 비행기가 많습니다 하지만 아시아나의 보유기종 대부분 고령의 비행기가 많죠 거의 노인학대수준으로 비행기를 굴리는게 아시아나입니다 
그래서 아시아나 항공기는 틈만 나면 퍼집니다"
545,먼저 스타얼라이언스와 스카이팀 동맹의 차이를 알아주시는게 좋을 것 같습니다. 두동맹의 차이는 아주 큽니다. 스타얼라이언스 동맹의 목표는 최고의 고객서비스를 목표로 하고있습니다. 그러므로 그래서  타얼라이언스 항공사들은 많은 비행기의 보유대수는 아니지만 그만큼 최고의 품질을 제공하기위한 그 특성을 살리리고 이를 다른 항공사와 공유합니다. 그래서 유독 스타얼라이언스 항공사들이 코드쉐어가 많은 이유입니다. 고객들이 다양한 항공기를 이용하면서 각 항공사들이 가지고 있는 더 다양하고 특별한 서비스를 받기위해서죠. 그리고 스카이팀 동맹은 서비스보다 항공사동맹으로 인한 이익을 조금더 중시하는 경향이 있습니다. 그러다가보니 많은 취항지는 물론이며 동맹항공사와도 코드쉐어가 많지 않은 이유 중의 하나입니다. 예시로 델타항공이 스카이팀의 항공사임에도 불구하고 대한항공과 조인벤처를 맺은 이유기도 합니다. 코드쉐어 사이에서의 이익도 증가시키기 위함이죠. 대한항공과 아시아나 두 항공사는 각 추구하는 것이 다르기 때문에 비행기 기종 수와 취항지 수가 다를 수 있는 이유입니다.
546,세상에서 가장 어려운 선택 한진 대한항공VS금호 아시아나
547,"대한항공 = 회장 사망
아시아나 = 매각
w0t"
548,"개인적으론 대한항공.. 아시아나 기내식 일회용 식기들.. 대한항공은 스틸 식기와 컵, 접시들."
549,아시아나와 대한항공의 자회사인 에어부산 대 진에어 해 주세요
550,대한항공은 '그 분들' 때문에 죽어도 안타고 싶음
551,대한항공 
552,아시아나 항공은 대한항공의 독과점을 견재하기 위한 발단으로 시작 되었습니다.
553,"둘다 비리는 없는걸로 알고있는데요? 대한항공 갑질은 있어도 
제가 잘못알고 있는걸수도 있으니까 관련 기사 첨부 부탁드립니다"
554,"                  비교 자체가 불가능합니다. 회사 규모가 비슷한것도 아니고 대한항공이 아시아나항공의 두배가 넘습니다. 애초에 비행기 대수, 매출을 보면 아는건데 그거로 점수를 매긴다는게 참.... 이런 자료로 비교하는건 잘못된거 같네요 ^_^ 마일리지 부분으로 비교한건 잘 하신거 같구요"
555,"전 아시아나!!!
대한항공은 아져씨들이 타는 이미지가 큰듯"
556,대한항공의 승리
557,"두 항공사의 양질을 따지는건 말도 안되는거다. 지나가는 항덕으로서 얘기함. 아시아나항공은 고퀄리티 서비스를 통한 수요, 대한항공은 많은 노선 취항을 통한 수요가 주됨. 애초에 다른 모티프로 운영되는 항공사인데 비교 자체가 불가능함. 좌석도 비성수기 기준 같은 취항지 노선으로 계산하면 아시아나가 1.2프로 더 비쌈. 대신 서비스는 그만큼 좋음. 댄공은 그만큼 비행편수가 많음. 팩트"
558,"대한민국 제 1 항공사인데 당연히 대한항공이 1등이지
당연히 넘사벽임"
559,"개인적으로 기내식은 아시아나
서비스는 대한항공이라 생각함"
560,대한항공이 짱
561,정비부터가 대한항공 압승
562,아시아나 퍼스트 vs 대한항공 퍼스트
563,이게 비교가되나 무조건 대한항공이지
564,"대한항공에 A321NEO있고요, 아시아나에 A350-1000도 있어요 또 A220-300이 아니라 A220-200이에여"
565,"개인적으로 중국갈때 아시아나 타봣고 필리핀갈때 대한항공을 이용해봣습니다만....
아시아나가 더 좋습니다 서비스나...자리간격등.... 기내식도 아시아나가 더 좋아요 맛있고..   "
566,아시아나A380보다대한항공A380이더커요 왜냐면꼬리날개커요
567,대한항공은 나한테 잘못을 크게 한 적 있어서 이미 끝났음 국내선은 온니 아시아나만 탐
568,대한항공 국영아니고 민영인데...
569,난 대한항공이 좋더라(개취)
570,대한항공은 스카이팀 탑3급 항공사지만 아시아나는 스타얼라언스에서 그저그런 수준이죠 스카이팀 항공사들은 대한항공에 의존도가 많지만 스얼항공사들은 아시아나 없어도 전일공이나 에어차이나로 커버가능하죠
571,아시아나 대한항공 보유기종 2뱈  
572,아시아나항공이 따라가고싶은 항공사가 대한항공이에요 ! 그리고 대한항공이 따라가고 싶은 항공사가 싱가포르항공이에용
573,"카고 항공기는 포함하면 안돼용 이유는 
아시나항공 대한항공은 카고 하는 회사를 살립해 화물운송을 하기때문에 포함을 시키면 안됩니당"
574,대한항공이지 당연
575,난 대한항공이 낫다
576,대한항공를 보면 갑질이 생각나네요
577,대한항공 좋아하노? 순위사 24위인것부터 이미 아샤나가 이긴건데
578,"대한항공은 단거리가 737 위주 , 아시아나 321 위주 , 아시아나가 737이 없다는걸 처음알았네요 , 대한항공에 A220은 이전 봄바디어의 CS300 이 A220으로 바뀐거네요 오타인줄 알았어요"
579,아시아나를 더 많이타긴했지만 대한항공이 더 좋고 고급스러운느낌. 회사도 노선도 두배차이지만 무엇보다 아시아나가 비행기가 후진게 많음. 같은 노선이라도 대한항공은 광동체 아시아나는 협동체인 경우도 많음. 대한항공 비행기가 더 좋고 2터미널이 더 한산해서 요즘은 대한항공을 더 선호
580,대한항공에 CS-300도있는데.........
581,"해외를 자주 드나드는 편이라 이 부분은 아주 쉽게 대답 가능함. 일단 서비스 친절도, 소프트랜딩 등 모두 대한항공이 우수했음. 또한 지연율도 아시아나가 월등히 높았음.."
582,우라학교가 대한항공과 관련된 고등학교인데 전 항공정비쪽을 배웁니다. 내년 제주도여행에서도 대한항공타고간답니다 ^^ (물론 돈은내고타죠)
583,항공사 자체경쟁력은 대한항공이 압도합니다 마일리지의 활용도는 아시아나가 갑
584,다른건 모르겠고 워싱턴DC 갈때 보면 대한항공이 덜레스쪽을 아시아나 못들어오게 막아놔서 아시아나는 레이건으로만 도착함.. 이것 때문에 항상 불편을 겪습니다.
585,"음.....솔직히 대한항공이 1969년에 창립되고 아시아나 항공이 1988년으로, 
대한한공이 훨씬 더 먼저 창립 되었기 때문에 노선이나 비행기 보유 수는 당연히 대한항공이 더 많지 않을까요..!!"
586,대한항공은 윗대가리가 쓰레기라 제발거르자
587,"제개인적인 생각으로는 아시아나가 더 좋다고 봐요.
대한항공보다 서비스가 좋고 가격부담이 덜되고 대한항공 회장의 가족들이 갑질한적도 있어서 그게 싫었어요."
588,솔직히 1990년대때 대한항공 진짜 불쌍한게 3년 연속으로 보잉747이 사고로 격파됬었음...
589,"걍 인천공항 안내문이 다 설명해주지 않나? 대한항공 탑승객은 제2여객터미널, 아시아나와 저가항공사 탑승객은 제1터미널"
590,아시아나A380은꼬리날개가작고 대한항공A380은꼬리날개 꺼서 아시아나A380보단 대한항공A380이속도가 더빨라요 대한항공A380은 기내에서 엔진소리가안남
591,센서님 추가로 대한항공은 인천공항을 만들고 국가에 헌납했으며 체코 공항이였나? 거기 지분을 51%나 갖고 있다고 해요!
592,아시아나 별로않좋음   들어갔을때 청소도안해놓고  노선도적고  수해량도적네 아시아나 패배  대한항공승리
593,"댄공은 최신기체도 많고(B777.B787.A220등)서비스도 괜찮은편이고 정비도 잘 하는것같아요 https://youtu.be/EhDEgRcOrNQ (김해 테크센터에서 중요한 정비를 하는듯합니다)
아시아나네는 에어부산/서울만들면서 항공기가 더 줄어들고 A350을 뽑고 있다해도 구형기체 댓수가....(안습)
(근데 대한항공도 진에어에게 항공기 송출하려다 갑질땜에 엎었다나 뭐라나...)"
594,대한항공 기내식 더럽게맛없음
595,전 대한항공:아시아나 항공은 국내선 비행기 규모도작고 승차감도별로인데 대한항공은 크고 승차감이좋지만 전 최종으로 제주라인(제주항공):하노이 국내선땜에
596,대한항공도 빨리 wifi도입....
597,"님의 비디오는 댄공이 좋다는걸 티가나게 제작됨..... 아시아나가 순위가 높으면 1점을 줘야하는데.... 왜 0.5점을 주죠? 서비스 기반으로 보면 아시아나가 5성급이며 대한항공이 4성급입니다. 서비스만큼은 대한항공이 따라올수 없습니다. 대한항공이 기종이 많은건 맞지만, 아시아나는 기종은 적어도 서비스는 우위입니다. 이비디오 관심있어서 봤는데 정말 자기의견만 내세우는 비디오라 별로입니다."
598,아시아나 무시하냐 아시아나가 크고 5성급(대한항공4성급   )기내식에다가 이것만 해도 이기갰내 아시아나 승리
599,"여러분 대한항공 경영진이 쓰레기인건 맞는데... 대한항공 만큼 노선에 많이 투자하는 항공사가 아시아 항공사 중에서 아예 '없습니다' 미국 뿐만 아니라, 유럽... 등등 거의 전 세계를 다 다니는데 이런 항공사도 몇개 없습니다.
항공사를 미워하지 말고 경영진을 욕합시다   "
600,전 대한항공!
601,나는 무조건 대한항공
602,난 대한항공이 더 좋은듯
603,대한항공이 기내식 더 좋음
604,저는 진짜로 빡치는분들잇겟지만 대한항공 기내 냄새땜에 멀미가나서 못타겟더라구요....
605,대한항공과 아시아나항공의 비행기보유대수가 알맞지 않은 것같습니다. 대한항공 아마도 296대이고 아시아나도 100대는 넘습니디
606,"대한항공이 훨씬남. 왜냐면 아시아나 항공은 미주노선 마일리지 예약 3개월전에 해야는 하고, 아예 쓸생각을 못항정도임. 대한항공은 마일리지 좌석 언제든 거의 넘쳐남"
607,근데 노후 됐다는 부칸의 항공기중 추락 사고를 일으킨 건은 몇건?  대한항공보다 많은가?  아니 한건이라도 있어? 그리고 북은 그런데로 핵땜에 미국이 함부로 대하질못하는것임. 만약 핵기술이 미국보다 못하면 북도  우리 나라처럼 미국의 개돼지가 돼는것. 모든것을 미국의 노예 관점에서 보는것을 그만둬라 !
608,대한항공에 정중히 얘기했다가 아주 정중히 거절당함... 비지니스석이 꽤 비어있었음에도 불구하고..
609,"미국이나 해당하는일이지 한국에는 해당되지 않는 사항이 아주 많습니다. 

왜냐하면 한국은 결항이나 지연율이 그렇게 큰 편은 아니고, 대부분 이용할땐 저가항공사를 이용해서 이조약 저조약 따져가면서 돈 안돌려주고 서비스 개판으로 되는 경우가 많습니다. 실질적으로 님들이 비행기 문제가 생겼을때 제대로 해결해주는곳은 대한항공/아시아나 외 일부 항공사들 뿐입니다. 

반면에 미국은 이런 문제를 상당히 심각하게 받아드리고, 항공사 이미지에 엄청난 타격을 줄 수도있기때문에 되도록이면 잘 대응해주고 있습니다. 당장 저같은경우에는 Jetblue항공사를 많이 이용하는데, 장기적으로 딜레이 시 시간당 50~100달러 를 바우쳐로 돌려줍니다. 캔슬인 경우에는 따른 비행기를 알려주거나, 도저히 자리가 안나는 경우 항공사에게 호텔을 요청해서 다음날 가는것도 가능합니다.  

특히 국제선에서 문제가 많이 터지는데, 만약에 비행기가 결항되는 경우 무조건 적극 향의하여 다음날 가는 비행기 자리를 달라하시면 됩니다. 호텔도 무료로 제공해주고 2끼분의 식사까지 다 제공받습니다."
610,대한항공 쥐어짤때 이런 수작이 있음을 눈치챘다 요눔들아
611,그짝정권이 말갖지않은 이유로 대한항공 아작내는 이유가 있었네요.  항공기 헐값에내놔라    .  얼마나 오래가는지.  두고보마
612,"굉장히 반가운 소식이고, 또 신선한 소식이다.안타까운 사실이라면 대한항공,아시아나 항공같은 놈들이 가만히 있으려나?"
613,"   대한항공 때리는 이유가 있구나..
비행기도 좆만하네"
614,"에어필립:쳐맞자
대한항공:잠...잠깐만..뼈맞았어"
615,"만세. 대한항공. 죽여부제
이제 우리세상"
616,전세계 비행기를 많이 이용해봤지만 대한항공만큼 편하고 친절한 항공사는 만나지 못했다...
617,"대한항공아 너희랑 같은 스카이팀이 델타항공 맞지?      
빨리 델타항공에 항의해....  그리고 스카이팀에서 빼버려!!!!  그렇게 주장해"
618,"대한항공 아시아나 국적기 타야되
저놈들 서비스 개판"
619,아   한진항공이라는이름드럽게촌스럽네 그냥대한항공이좋다
620,"Mono Kay 대한항공은  원레  나라에서
운영하다가  한진그륩이  인수한거고
우리 나라를 알리고 있다고 할수있으니
바꾸지 않는게 낳아요"
621,가지 가지 한다        우리나라 알리는건 대한항공이다
622,대한항공777기는 아마 일본 도쿄로가는 항공기 같아요
623,역시 대한항공 보잉747-8i가 크기는 가장 크다
624,오우 대한항공 747-8i포스 장난이 아닌데요?
625,지금까지나온항공사1.이스타 항공(EATAST AIR)2.아시아나 항공(ASIANA AIRLINS)3.에어캐나다(AIR CANADA)4.잘 모르겠음...5.월드 항공(WORLD AIR)이번에나온월드항공은화물6.대한항공(KOREAN AIR)
626,아시아나는 부드럽게 착륙하는데 대한항공은 그냥 활주로에 쳐 박는다고 해야하나? 진짜 착륙할때 많이 흔들림
627,"대한항공보다  더한것을인데...
저나라선 아무런  조치를 아니하나?!!!  "
628,대한항공 갑질은  
629,델타하고 유나이티드 항고사만 있는건가요 ? 다른 항곡사는 없나요 ? 아시아나하고 대한항공이 들어가면 잘될텐데 마리에요. 배가 불러서 그런거여요
630,대한항공이 제일좋음
631,"2018년 2월까지 인천국제공항 제2터미널 개장예정이며 이미 스카이팀 4대 항공사 (에어프랑스,대한항공,KLM,델타 등)들이 허브공항으로 선택하였다. 또한, 2030년 까지 인천국제공항 제3터미널 건설계획이 잡혀있다. 이것이 모두 성공적으로 실행시되면 인천공항은 연간 약 1억 2000만명의 관광객들을 수용할 수 있는 세계 3대 국제공항중 하나로 재림한다."
632,"항공권 구매할때 보통 저렴한 항공권을 구매하잖아요
그래서 저렴한 항공권 찾다보면 그 클래스로는 대한항공/아시아나항공에 적립불가클래스가 많아요   
특히 중국가는 항공기 아주 심하죠
근데 항공권 예약사이트에서 클래스가 잘 표시 않되고 거의 결재단계 끝에서나 알수 있는데도 있어요."
633,"금호는 박삼구가 다말아먹고
대한항공은 자식이랑 마누라가 말아먹네"
634,대한항공은 보잉기종들이 에어버스가 다니던 항로를 뺏는거 같음    
635,딴건 모르겠고 대한항공이 최고
636,"보잉=대한항공 에어버스=아시아나 항공 너무치열한거아닌가? 
다른 제조사끼리 경쟁하는것같은대..."
637,대한항공한테 뺏기고 이스타에서 빼오네    
638,저가항공 무시할만하지      돈없는애들이 타는건데    20살 유학생인데 대한항공 프레스티지만탄다    미국 시애틀 엘레이 각각 왕복 7백 정도 하는데 동남아도 1-2백 밖에안하고    이코노미래도 고작 몇십만원 아낄려고 저가항공   
639,안전안내방송이 대한항공꺼    은데 아시아나유튜브체널가서 찾아보면 안내방송있어요
640,Qna 왜 대한항공이나 아시아나항공 안가시고 중국동방항공에서 일하시는건가요? 국내항공사가 대우가 더 좋지 않은가요?
641,"미국은 두지않지만...마일리지 차이가 너무 남.
예를 들어 델타 비지니스 탈려고 하면 편도만 25-30만 마일임..그에 비해 대한항공이나 아시아나는 8만 마일...이런부분에서 차이가 남."
642,독일 항공조사국 2015안전도 순위 루프트한자 12위 에바 항공 3위 콴타스 항공13 터키항공50위 에티하드항공8위 ANA항공15위캐세이퍼시픽 1위 싱가폴항공30위 카타르항공4위 에미레이트항공2위.............아시아나46 대한항공49위..............실제..비지니스 이상 개인 이용객은 안전이 최우선순위... 최근 저유가로 세계 각국에 저가항공사 난립...가격경쟁력으로 하다니보니..실제 항공정비 인력을 비정규직/파견하청 하는경우빈번....
643,대한항공은 몇 위에 올랐나요?
644,왜 국내선 대한항공은 나이가 많을까요   ? 보통3~4명이던데 직급은 최소 어느정도인가여? 대리급이 막내일수도 있나요   ?
645,혹시 대한항공 복지몰이 있나요?
646,"급 생각나 들어가보니 대한항공만
국외 탑승횟수가 204회네요,,  
많이도 탄듯.."
647,"대한항공도  저렇게 탄력있게 대처해라
FM 대로 한다고 원래 좌석으로 돌아가라고 승객 감정 건드려서 사건을 만들지 말고    
누가  여기다  또 반박 댓을 달겠지    대꾸안함"
648,A380 은 대한항공도 10대 넘게 보유 하고 있구 아시아나도 보유하고 있어욧    카타르도 항공도 A380 있구요
649,"대한항공 아시아나항공도
a380있음"
650,대한항공 인천에서 로스엔젤리스까지 왕복으로 약1200만원;;   
651,대한항공 380에도 바와 면세 쇼핑공간이 있습니다
652,한국 대한항공 아시아나 380도 객실에 일반석전용 빠와 퍼스트클래스와 비즈니스전용 빠도 있습니다
653,"대한항공은 이코노미석, 프레스티지석, 비즈니스석, 일등석, 코스모스위트 2.0 있고"
654,에띠하드가 - 만수르 항공사 - 다 .. 에미레이트도 만수르가 경영하긴하지만 쉽게말하면 아시아나라고 생각하면돼 대한항공이 에띠하드고 에미레이트가 아시아나 라고생각하면 쉬워
655,헐..내꿈이 대한항공기장인데....
656,   아시아나. 대한항공. 전속 모델해도  되겠네용?
657,솔직히 나는 대한항공 좋은줄 모르겠음 그냥 거품이많아소 비싼거
